    1  HONIARA/HENDERSON             AGGH  HONIARA, SOLOMON ISLANDS      0925420}16003120}000280  
   211.072538156675        92.5091045851529        3.39920831368675     
         624   49.5963943439919        62.4952941354479     
   211.119671054785        100.553374549079        3.39920831368675     
         625   49.4665568346749        62.4446865294968     
   211.166806496812        108.597644513006        3.39920831368675     
         626   49.3366943697403        62.3943457155833     
   211.213944769277        116.641914476932        3.39920831368675     
         627   49.2068071615219        62.3442691223205     
   211.261086158705        124.686184440858        3.39920831368675     
         628   49.0768954197621        62.2944542093424     
   211.308230951619        132.730454404785        3.39920831368675     
         629   48.9469593516529        62.2448984668389     
   211.355379434542        140.774724368711        3.39920831368675     
         630   48.8169991618757        62.1955994151012     
   211.402531893998        148.818994332637        3.39920831368675     
         631   48.6870150526411        62.1465546040734     
   211.449688616509        156.863264296564        3.39920831368675     
         632   48.5570072237279        62.0977616129130     
   211.496849888599        164.907534260490        3.39920831368675     
         633   48.4269758725207        62.0492180495582     
   211.544015996791        172.951804224416        3.39920831368675     
         634   48.2969211940481        62.0009215503031     
   211.591187227609        180.996074188343        3.39920831368675     
         635   48.1668433810185        61.9528697793802     
   211.638363867575        189.040344152269        3.39920831368675     
         636   48.0367426238572        61.9050604285500     
   211.685546203214        197.084614116195        3.39920831368675     
         637   47.9066191107409        61.8574912166973     
   211.732734521047        205.128884080122        3.39920831368675     
         638   47.7764730276334        61.8101598894352     
   211.779929107599        213.173154044048        3.39920831368675     
         639   47.6463045583194        61.7630642187148     
   211.827130249393        221.217424007974        3.39920831368675     
         640   47.5161138844379        61.7162020024428     
   211.874338232952        229.261693971901        3.39920831368675     
         641   47.3859011855159        61.6695710641040     
   211.921553344799        237.305963935827        3.39920831368675     
         642   47.2556666390002        61.6231692523919     
   211.968775871458        245.350233899753        3.39920831368675     
         643   47.1254104202895        61.5769944408443     
   212.016006099452        253.394503863680        3.39920831368675     
         644   46.9951327027659        61.5310445274852     
   212.063244315304        261.438773827606        3.39920831368675     
         645   46.8648336578255        61.4853174344735     
   212.110490805537        269.483043791532        3.39920831368675     
         646   46.7345134549087        61.4398111077570     
   212.157745856675        277.527313755459        3.39920831368675     
         647   46.6041722615299        61.3945235167315     
   212.205009755241        285.571583719385        3.39920831368675     
         648   46.4738102433068        61.3494526539073     
   212.252282787758        293.615853683311        3.39920831368675     
         649   46.3434275639888        61.3045965345796     
   212.299565240749        301.660123647238        3.39920831368675     
         650   46.2130243854858        61.2599531965054     
   212.346857400739        309.704393611164        3.39920831368675     
         651   46.0826008678954        61.2155206995853     
   212.394159554249        317.748663575090        3.39920831368675     
         652   45.9521571695302        61.1712971255504     
   212.441471987804        325.792933539017        3.39920831368675     
         653   45.8216934469451        61.1272805776550     
   212.488794987926        333.837203502943        3.39920831368675     
         654   45.6912098549630        61.0834691803738     
   212.536128841139        341.881473466869        3.39920831368675     
         655   45.5607065467009        61.0398610791042     
   212.583473833239        349.925743430796        3.39920831368675     
         656   45.4301836735958        60.9964544398735     
   212.630830233317        357.970013394722        3.39920831368675     
         657   45.2996413854289        60.9532474490509     
   212.678198293754        366.014283358648        3.39920831368675     
         658   45.1690798303510        60.9102383130645     
   212.725578266205        374.058553322575        3.39920831368675     
         659   45.0384991549038        60.8674252581210     
   212.772970402326        382.102823286501        3.39920831368675     
         660   44.9078995040539        60.8248065299358     
   212.820374953772        390.147093250427        3.39920831368675     
         661   44.7772810212001        60.7823803934571     
   212.867792172199        398.191363214354        3.39920831368675     
         662   44.6466438482079        60.7401451326047     
   212.915222309262        406.235633178280        3.39920831368675     
         663   44.5159881254290        60.6980990500080     
   212.962665616616        414.279903142206        3.39920831368675     
         664   44.3853139917235        60.6562404667484     
   213.010122345918        422.324173106133        3.39920831368675     
         665   44.2546215844821        60.6145677221072     
   213.057592748822        430.368443070059        3.39920831368675     
         666   44.1239110396470        60.5730791733165     
   213.105077076983        438.412713033985        3.39920831368675     
         667   43.9931824917336        60.5317731953141     
   213.152575582058        446.456982997912        3.39920831368675     
         668   43.8624360738511        60.4906481805032     
   213.200088515702        454.501252961838        3.39920831368675     
         669   43.7316719177229        60.4497025385145     
   213.247616129570        462.545522925764        3.39920831368675     
         670   43.6008901537068        60.4089346959735     
   213.295158675317        470.589792889691        3.39920831368675     
         671   43.4700909108186        60.3683430962720     
   213.342716404600        478.634062853617        3.39920831368675     
         672   43.3392743167377        60.3279261993370     
   213.390289569073        486.678332817543        3.39920831368675     
         673   43.2084404978455        60.2876824814152     
   213.437878420392        494.722602781470        3.39920831368675     
         674   43.0775895792322        60.2476104348494     
   213.485483210212        502.766872745396        3.39920831368675     
         675   42.9467216847185        60.2077085678644     
   213.533104190189        510.811142709322        3.39920831368675     
         676   42.8158369368734        60.1679754043544     
   213.580741611978        518.855412673249        3.39920831368675     
         677   42.6849354570325        60.1284094836745     
   213.628395727235        526.899682637175        3.39920831368675     
         678   42.5540173653155        60.0890093604344     
   213.676066787615        534.943952601102        3.39920831368675     
         679   42.4230827806436        60.0497736042966     
   213.723755044773        542.988222565028        3.39920831368675     
         680   42.2921318207569        60.0107007997765     
   213.771460750365        551.032492528954        3.39920831368675     
         681   42.1611646022306        59.9717895460467     
   213.819184156047        559.076762492880        3.39920831368675     
         682   42.0301812404922        59.9330384567431     
   213.866925513473        567.121032456807        3.39920831368675     
         683   41.8991818498376        59.8944461597752     
   213.914685074300        575.165302420733        3.39920831368675     
         684   41.7681665434469        59.8560112971383     
   213.962463090183        583.209572384660        3.39920831368675     
         685   41.6371354334007        59.8177325247291     
   214.010259812776        591.253842348586        3.39920831368675     
         686   41.5060886306950        59.7796085121642     
   214.058075493736        599.298112312512        3.39920831368675     
         687   41.3750262452572        59.7416379426010     
   214.105910384718        607.342382276438        3.39920831368675     
         688   41.2439483859606        59.7038195125616     
   214.153764737378        615.386652240365        3.39920831368675     
         689   41.1128551606397        59.6661519317591     
   214.201638803370        623.430922204291        3.39920831368675     
         690   40.9817466761042        59.6286339229265     
   214.249532834351        631.475192168218        3.39920831368675     
         691   40.8506230381540        59.5912642216491     
   214.297447081975        639.519462132144        3.39920831368675     
         692   40.7194843515929        59.5540415761977     
   214.345381797899        647.563732096070        3.39920831368675     
         693   40.5883307202429        59.5169647473659     
   214.393337233777        655.608002059997        3.39920831368675     
         694   40.4571622469575        59.4800325083093     
   214.441313641265        663.652272023923        3.39920831368675     
         695   40.3259790336356        59.4432436443863     
   214.489311272019        671.696541987849        3.39920831368675     
         696   40.1947811812343        59.4065969530029     
   214.537330377693        679.740811951776        3.39920831368675     
         697   40.0635687897825        59.3700912434580     
   214.585371209944        687.785081915702        3.39920831368675     
         698   39.9323419583936        59.3337253367925     
   214.633434004437        695.829351879628        3.39920831368675     
         699   39.8011007852782        59.2974980656400     
   214.681518629075        703.873621843555        3.39920831368675     
         700   39.6698453677563        59.2614082740791     
   214.729624583991        711.917891807481        3.39920831368675     
         701   39.5385758022701        59.2254548174894     
   214.777751353332        719.962161771407        3.39920831368675     
         702   39.4072921843957        59.1896365624077     
   214.825898421242        728.006431735334        3.39920831368675     
         703   39.2759946088555        59.1539523863883     
   214.874065271867        736.050701699260        3.39920831368675     
         704   39.1446831695295        59.1184011778636     
   214.922251389350        744.094971663186        3.39920831368675     
         705   39.0133579594669        59.0829818360079     
   214.970456257837        752.139241627113        3.39920831368675     
         706   38.8820190708980        59.0476932706025     
   215.018679361474        760.183511591039        3.39920831368675     
         707   38.7506665952449        59.0125344019032     
   215.066920184404        768.227781554965        3.39920831368675     
         708   38.6193006231326        58.9775041605096     
   215.115178210774        776.272051518892        3.39920831368675     
         709   38.4879212444003        58.9426014872360     
   215.163452924727        784.316321482818        3.39920831368675     
         710   38.3565285481118        58.9078253329847     
   215.211743810409        792.360591446744        3.39920831368675     
         711   38.2251226225662        58.8731746586205     
   215.260050351965        800.404861410671        3.39920831368675     
         712   38.0937035553081        58.8386484348475     
   215.308372033540        808.449131374597        3.39920831368675     
         713   37.9622714331382        58.8042456420874     
   215.356708339278        816.493401338523        3.39920831368675     
         714   37.8308263421232        58.7699652703597     
   215.405058753326        824.537671302450        3.39920831368675     
         715   37.6993683676058        58.7358063191636     
   215.453422759826        832.581941266376        3.39920831368675     
         716   37.5678975942145        58.7017677973612     
   215.501799842926        840.626211230302        3.39920831368675     
         717   37.4364141058736        58.6678487230630     
   215.550189486769        848.670481194229        3.39920831368675     
         718   37.3049179858115        58.6340481235144     
   215.598591175500        856.714751158155        3.39920831368675     
         719   37.1734093165722        58.6003650349844     
   215.647004393265        864.759021122081        3.39920831368675     
         720   37.0418881800226        58.5667985026552     
   215.695428624209        872.803291086008        3.39920831368675     
         721   36.9103546573627        58.5333475805141     
   215.743863352475        880.847561049934        3.39920831368675     
         722   36.7788088291339        58.5000113312460     
   215.792308062211        888.891831013860        3.39920831368675     
         723   36.6472507752285        58.4667888261285     
   215.840762237559        896.936100977787        3.39920831368675     
         724   36.5156805748981        58.4336791449274     
   215.889225362666        904.980370941713        3.39920831368675     
         725   36.3840983067621        58.4006813757945     
   215.937696921676        913.024640905639        3.39920831368675     
         726   36.2525040488163        58.3677946151663     
   215.986176398734        921.068910869566        3.39920831368675     
         727   36.1208978784415        58.3350179676641     
   216.034663277985        929.113180833492        3.39920831368675     
         728   35.9892798724111        58.3023505459960     
   216.083157043574        937.157450797418        3.39920831368675     
         729   35.8576501068997        58.2697914708596     
   216.131657179647        945.201720761345        3.39920831368675     
         730   35.7260086574912        58.2373398708468     
   216.180163170347        953.245990725271        3.39920831368675     
         731   35.5943555991862        58.2049948823485     
   216.228674499820        961.290260689197        3.39920831368675     
         732   35.4626910064101        58.1727556494627     
   216.277190652211        969.334530653124        3.39920831368675     
         733   35.3310149530207        58.1406213239018     
   216.325711111666        977.378800617050        3.39920831368675     
         734   35.1993275123157        58.1085910649027     
   216.374235362328        985.423070580976        3.39920831368675     
         735   35.0676287570401        58.0766640391370     
   216.422762888342        993.467340544903        3.39920831368675     
         736   34.9359187593939        58.0448394206232     
   216.471293173855        1001.51161050883        3.39920831368675     
         737   34.8041975910386        58.0131163906399     
   216.519825703010        1009.55588047276        3.39920831368675     
         738   34.6724653231050        57.9814941376396     
   216.568359959953        1017.60015043668        3.39920831368675     
         739   34.5407220262000        57.9499718571647     
   216.616895428828        1025.64442040061        3.39920831368675     
         740   34.4089677704135        57.9185487517636     
   216.665431593781        1033.68869036453        3.39920831368675     
         741   34.2772026253251        57.8872240309087     
   216.713967955062        1041.73296032846        3.39920831368675     
         742   34.1454266600112        57.8559969109151     
   216.762504383331        1049.77723029239        3.39920831368675     
         743   34.0136399430512        57.8248666148605     
   216.811041119669        1057.82150025631        3.39920831368675     
         744   33.8818425425344        57.7938323725058     
   216.859578421261        1065.86577022024        3.39920831368675     
         745   33.7500345260664        57.7628934202176     
   216.908116545290        1073.91004018417        3.39920831368675     
         746   33.6182159607752        57.7320490008911     
   216.956655748943        1081.95431014809        3.39920831368675     
         747   33.4863869133177        57.7012983638737     
   217.005196289404        1089.99858011202        3.39920831368675     
         748   33.3545474498861        57.6706407648908     
   217.053738423857        1098.04285007595        3.39920831368675     
         749   33.2226976362133        57.6400754659711     
   217.102282409488        1106.08712003987        3.39920831368675     
         750   33.0908375375799        57.6096017353740     
   217.150828503481        1114.13139000380        3.39920831368675     
         751   32.9589672188192        57.5792188475175     
   217.199376963022        1122.17565996772        3.39920831368675     
         752   32.8270867443237        57.5489260829071     
   217.247928045294        1130.21992993165        3.39920831368675     
         753   32.6951961780506        57.5187227280656     
   217.296482007482        1138.26419989558        3.39920831368675     
         754   32.5632955835274        57.4886080754638     
   217.345039106773        1146.30846985950        3.39920831368675     
         755   32.4313850238580        57.4585814234521     
   217.393599600349        1154.35273982343        3.39920831368675     
         756   32.2994645617275        57.4286420761934     
   217.442163745397        1162.39700978736        3.39920831368675     
         757   32.1675342594083        57.3987893435958     
   217.490731799100        1170.44127975128        3.39920831368675     
         758   32.0355941787652        57.3690225412475     
   217.539304018645        1178.48554971521        3.39920831368675     
         759   31.9036443812607        57.3393409903517     
   217.587880661214        1186.52981967913        3.39920831368675     
         760   31.7716849279603        57.3097440176623     
   217.636461983994        1194.57408964306        3.39920831368675     
         761   31.6397158795379        57.2802309554210     
   217.685048244169        1202.61835960699        3.39920831368675     
         762   31.5077372962804        57.2508011412945     
   217.733639698924        1210.66262957091        3.39920831368675     
         763   31.3757492380931        57.2214539183132     
   217.782236605444        1218.70689953484        3.39920831368675     
         764   31.2437517645046        57.1921886348102     
   217.830839220913        1226.75116949877        3.39920831368675     
         765   31.1117449346717        57.1630046443610     
   217.879447802517        1234.79543946269        3.39920831368675     
         766   30.9797288073842        57.1339013057245     
   217.928062607439        1242.83970942662        3.39920831368675     
         767   30.8477034410697        57.1048779827843     
   217.976683892866        1250.88397939055        3.39920831368675     
         768   30.7156688937980        57.0759340444907     
   218.025311915981        1258.92824935447        3.39920831368675     
         769   30.5836252232864        57.0470688648038     
   218.073946933970        1266.97251931840        3.39920831368675     
         770   30.4515724869037        57.0182818226368     
   218.122589204017        1275.01678928232        3.39920831368675     
         771   30.3195107416749        56.9895723018008     
   218.171238983307        1283.06105924625        3.39920831368675     
         772   30.1874400442857        56.9609396909491     
   218.219896529025        1291.10532921018        3.39920831368675     
         773   30.0553604510868        56.9323833835235     
   218.268562098356        1299.14959917410        3.39920831368675     
         774   29.9232720180983        56.9039027777004     
   218.317235948485        1307.19386913803        3.39920831368675     
         775   29.7911748010140        56.8754972763376     
   218.365918336595        1315.23813910196        3.39920831368675     
         776   29.6590688552056        56.8471662869225     
   218.414609519873        1323.28240906588        3.39920831368675     
         777   29.5269542357268        56.8189092215196     
   218.463309755503        1331.32667902981        3.39920831368675     
         778   29.3948309973147        56.7907254967198     
   218.512019300670        1339.37094899374        3.39920831368675     
         779   29.2626991944050        56.7626145335916     
   218.560738412558        1347.41521895766        3.39920831368675     
         780   29.1305588811193        56.7345757576281     
   218.609467348352        1355.45948892159        3.39920831368675     
         781   28.9984101112801        56.7066085986999     
   218.658206365238        1363.50375888551        3.39920831368675     
         782   28.8662529384122        56.6787124910062     
   218.706955720400        1371.54802884944        3.39920831368675     
         783   28.7340874157459        56.6508868730266     
   218.755715671022        1379.59229881337        3.39920831368675     
 CALCULATED SPEED miles/min    6.89200950937482     
 CALCULATED ALT CHANGE ft/min   -600.000000000000     
 FLIGHT COORDS FOR SEGMENT         181
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         784   28.6111686030502        56.6264830656426     
   221.959142724732        3.44600475468741        3.30346602369720     
         785   28.4975019379159        56.6054831051096     
   228.448586234518        10.3380142640622        3.30346602369720     
 CALCULATED SPEED miles/min    13.6127356556927     
 CALCULATED ALT CHANGE ft/min   0.000000000000000E+000
 FLIGHT COORDS FOR SEGMENT         182
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         786   28.3284191704555        56.5742281993984     
   231.771200000000        6.80636782784637        3.30389595003455     
 CALCULATED SPEED miles/min    5.88167337113282     
 CALCULATED ALT CHANGE ft/min   0.000000000000000E+000
 FLIGHT COORDS FOR SEGMENT         183
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         787   28.1676680629309        56.5445295619563     
   231.771200000000        2.94083668556641        3.30406005946462     
         788   28.0706680657408        56.5266129197513     
   231.771200000000        8.82251005669923        3.30406005946462     
 CALCULATED SPEED miles/min    8.09365434170473     
 CALCULATED ALT CHANGE ft/min   0.000000000000000E+000
 FLIGHT COORDS FOR SEGMENT         184
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         789   27.9554175378194        56.5054091327226     
   231.771200000000        4.04682717085237        3.30323148268949     
 CALCULATED SPEED miles/min    10.4991265074873     
 CALCULATED ALT CHANGE ft/min   -200.000000000000     
 FLIGHT COORDS FOR SEGMENT         185
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         790   27.8020847941784        56.4772373840460     
   232.885976260877        5.24956325374364        3.30375659515058     
 CALCULATED SPEED miles/min    9.40772302867833     
 CALCULATED ALT CHANGE ft/min   -1600.00000000000     
 FLIGHT COORDS FOR SEGMENT         186
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         791   27.6379178357029        56.4470732831885     
   243.120700000000        4.70386151433917        3.30384849001437     
 CALCULATED SPEED miles/min    8.20228795279439     
 CALCULATED ALT CHANGE ft/min   -2200.00000000000     
 FLIGHT COORDS FOR SEGMENT         187
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         792   27.4926675386094        56.4205758448676     
   265.921500000000        4.10114397639720        3.30175224178491     
 CALCULATED SPEED miles/min    7.27398095314976     
 CALCULATED ALT CHANGE ft/min   -2000.00000000000     
 FLIGHT COORDS FOR SEGMENT         188
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         793   27.3650006851317        56.3974107811439     
   293.107200000000        3.63699047657488        3.30271673361529     
 CALCULATED SPEED miles/min    7.13526215202467     
 CALCULATED ALT CHANGE ft/min   -1900.00000000000     
 FLIGHT COORDS FOR SEGMENT         189
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         794   27.2465008428429        56.3735765785724     
   320.334330352957        3.56763107601233        3.33653708416038     
 CALCULATED SPEED miles/min    6.89489964917999     
 CALCULATED ALT CHANGE ft/min   -1900.00000000000     
 FLIGHT COORDS FOR SEGMENT         190
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         795   27.1345022406165        56.3367386157547     
   348.782015480470        3.44744982459000        3.52225671030296     
 CALCULATED SPEED miles/min    3.25483895932001     
 CALCULATED ALT CHANGE ft/min   -900.000000000000     
 FLIGHT COORDS FOR SEGMENT         191
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         796   27.0559182728207        56.3010754979881     
   371.033159781946        1.62741947966001        3.53898084134706     
         797   27.0057516050742        56.2775755059610     
   385.937677669166        4.88225843898002        3.53898084134706     
 CALCULATED SPEED miles/min    6.47828343885158     
 CALCULATED ALT CHANGE ft/min   -1800.00000000000     
 FLIGHT COORDS FOR SEGMENT         192
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         798   26.9306687451806        56.2426564512570     
   409.191600000000        3.23914171942579        3.53540205871655     
 CALCULATED SPEED miles/min    6.70332097669757     
 CALCULATED ALT CHANGE ft/min   -1800.00000000000     
 FLIGHT COORDS FOR SEGMENT         193
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         799   26.8289188770473        56.1955724661097     
   441.944900000000        3.35166048834878        3.53483010527404     
 CALCULATED SPEED miles/min    6.70284904180875     
 CALCULATED ALT CHANGE ft/min   -800.000000000000     
 FLIGHT COORDS FOR SEGMENT         194
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         800   26.7238348190859        56.1525744384387     
   466.907600000000        3.35142452090437        3.45263408428561     
 CALCULATED SPEED miles/min    6.76580884708841     
 CALCULATED ALT CHANGE ft/min   0.000000000000000E+000
 FLIGHT COORDS FOR SEGMENT         195
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         801   26.6158344544369        56.1174090187940     
   474.810400000000        3.38290442354420        3.40024758883567     
 CALCULATED SPEED miles/min    7.08560458299115     
 CALCULATED ALT CHANGE ft/min   0.000000000000000E+000
 FLIGHT COORDS FOR SEGMENT         196
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         802   26.5039178894895        56.0844916575801     
   474.810400000000        3.54280229149558        3.40034958023253     
 CALCULATED SPEED miles/min    10.7927322299174     
 CALCULATED ALT CHANGE ft/min   0.000000000000000E+000
 FLIGHT COORDS FOR SEGMENT         197
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         803   26.3594194573737        56.0422309255349     
   474.810400000000        5.39636611495871        3.39843488652959     
 CALCULATED SPEED miles/min    7.05979633584201     
 CALCULATED ALT CHANGE ft/min   -1900.00000000000     
 FLIGHT COORDS FOR SEGMENT         198
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         804   26.2157514985890        55.9976574238335     
   494.016280598014        3.52989816792100        3.43909620766066     
 CALCULATED SPEED miles/min    6.70017087722738     
 CALCULATED ALT CHANGE ft/min   -1300.00000000000     
 FLIGHT COORDS FOR SEGMENT         199
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         805   26.1060014375203        55.9595747512769     
   527.784176010150        3.35008543861369        3.45165293268648     
 CALCULATED SPEED miles/min    6.56971172760899     
 CALCULATED ALT CHANGE ft/min   -1200.00000000000     
 FLIGHT COORDS FOR SEGMENT         200
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         806   26.0005848042125        55.9214081787795     
   555.439300000000        3.28485586380449        3.46409149748358     
 CALCULATED SPEED miles/min    7.04565252631926     
 CALCULATED ALT CHANGE ft/min   -1700.00000000000     
 FLIGHT COORDS FOR SEGMENT         201
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         807   25.8953362334056        55.8741541228118     
   588.987815266803        3.52282626315963        3.58635620732281     
 CALCULATED SPEED miles/min    6.42275964005478     
 CALCULATED ALT CHANGE ft/min   -2100.00000000000     
 FLIGHT COORDS FOR SEGMENT         202
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         808   25.7939191524019        55.8201561434990     
   635.411484036366        3.21137982002739        3.59564757765591     
 CALCULATED SPEED miles/min    6.21095315274545     
 CALCULATED ALT CHANGE ft/min   -600.000000000000     
 FLIGHT COORDS FOR SEGMENT         203
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         809   25.6989189469344        55.7692402702539     
   670.157400000000        3.10547657637272        3.59164388153480     
 CALCULATED SPEED miles/min    3.60943633398787     
 CALCULATED ALT CHANGE ft/min   0.000000000000000E+000
 FLIGHT COORDS FOR SEGMENT         204
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         810   25.6319229974040        55.7196541944425     
   678.080500000000        1.80471816699394        3.97695128380374     
         811   25.5914229940249        55.6703208719102     
   678.080500000000        5.41415450098181        3.97695128380374     
 CALCULATED SPEED miles/min    5.48422457221074     
 CALCULATED ALT CHANGE ft/min   -200.000000000000     
 FLIGHT COORDS FOR SEGMENT         205
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         812   25.5491734117928        55.6013252433847     
   680.742000000000        2.74211228610537        4.21216763965363     
 CALCULATED SPEED miles/min    5.18098663233468     
 CALCULATED ALT CHANGE ft/min   -700.000000000000     
 FLIGHT COORDS FOR SEGMENT         206
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         813   25.4928362971368        55.5279084022573     
   692.808862438738        2.59049331616734        3.79724414494822     
 CALCULATED SPEED miles/min    4.40082526730666     
 CALCULATED ALT CHANGE ft/min   -800.000000000000     
 FLIGHT COORDS FOR SEGMENT         207
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         814   25.4219168202894        55.4945820507201     
   713.311700000000        2.20041263365333        3.24673670650199     
 CALCULATED SPEED miles/min    4.46492008917647     
 CALCULATED ALT CHANGE ft/min   -1900.00000000000     
 FLIGHT COORDS FOR SEGMENT         208
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         815   25.3494171769100        55.5015032983246     
   751.453081907376        2.23246004458824        2.86616942968959     
 CALCULATED SPEED miles/min    4.35595243255378     
 CALCULATED ALT CHANGE ft/min   -2100.00000000000     
 FLIGHT COORDS FOR SEGMENT         209
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         816   25.2788339249924        55.5249201470592     
   810.984730419920        2.17797621627689        2.83063045046873     
 CALCULATED SPEED miles/min    4.09585646008696     
 CALCULATED ALT CHANGE ft/min   -700.000000000000     
 FLIGHT COORDS FOR SEGMENT         210
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         817   25.2222528619545        55.5660885137589     
   854.877407486882        2.04792823004348        2.26524304020700     
 CALCULATED SPEED miles/min    3.54383870269555     
 CALCULATED ALT CHANGE ft/min   -1700.00000000000     
 FLIGHT COORDS FOR SEGMENT         211
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         818   25.1763346023292        55.5759129296743     
   894.015604580347        1.77191935134778        3.76810792901803     
 CALCULATED SPEED miles/min    3.46559427098592     
 CALCULATED ALT CHANGE ft/min   -800.000000000000     
 FLIGHT COORDS FOR SEGMENT         212
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         819   25.1650861029115        55.5282529731888     
   936.313400000000        1.73279713549296        5.16832603120396     
 CALCULATED SPEED miles/min    1.54074336431241     
 CALCULATED ALT CHANGE ft/min   -500.000000000000     
 FLIGHT COORDS FOR SEGMENT         213
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         820   25.1845431557687        55.4875853189524     
   958.939542182103       0.770371682156203        5.26042233042413     
         821   25.1979598224481        55.4634186533487     
   976.647019732134        2.31111504646861        5.26042233042413     
 CALCULATED SPEED miles/min    2.55632285735967     
 CALCULATED ALT CHANGE ft/min   -700.000000000000     
 FLIGHT COORDS FOR SEGMENT         214
 I,LAT(I),LON(I),DEPTH(I),DIST,FAZ
         822   25.2157513718087        55.4312518205200     
   998.239798746683        1.27816142867984        5.25783102198322     
 CALCULATING FLIGHT DOSE    2017.32876712329               76           4
           0
 STEP, LAT, LON, ALT, DOSERATE, TIME, CUMDOS
  PreGCR time in DOSE in seconds.   1.5602112E-02
  GCR time in seconds.   0.0000000E+00
  FORBUSH time in seconds.   1.5602112E-02
 Finished:   4.7507E+01  2.3769E+02  9.4323E+02  2.0173E+03  76   4   0   0
  Adjusted Dose of type           76  is   0.107130705661588     
  Doserate calculation time in seconds.  4.6806335E-02
           1   47.5065001004866        237.691417349124     
   943.227100000000       0.107130705661588                1
  1.785511761026460E-003
  PreGCR time in DOSE in seconds.   0.0000000E+00
  GCR time in seconds.   0.0000000E+00
  FORBUSH time in seconds.   1.5602112E-02
 Finished:   4.7578E+01  2.3769E+02  8.6453E+02  2.0173E+03  76   4   0   0
  Adjusted Dose of type           76  is   0.172641661841741     
  Doserate calculation time in seconds.  3.1204224E-02
           2   47.5775001222833        237.690333333333     
   864.529353883134       0.172641661841741                1
  4.662872791722136E-003
  PreGCR time in DOSE in seconds.   0.0000000E+00
  GCR time in seconds.   1.5602112E-02
  FORBUSH time in seconds.   1.5594482E-02
 Finished:   4.7662E+01  2.3770E+02  7.8823E+02  2.0173E+03  76   4   0   0
  Adjusted Dose of type           76  is   0.253152957750928     
  Doserate calculation time in seconds.  4.6798706E-02
           3   47.6615841632582        237.702489253464     
   788.230300000000       0.253152957750928                1
  8.882088754237606E-003
  PreGCR time in DOSE in seconds.   0.0000000E+00
  GCR time in seconds.   0.0000000E+00
  FORBUSH time in seconds.   1.5602112E-02
 Finished:   4.7759E+01  2.3774E+02  7.0917E+02  2.0173E+03  76   4   0   0
  Adjusted Dose of type           76  is   0.366319471987936     
  Doserate calculation time in seconds.  3.1204224E-02
           4   47.7585023792325        237.736895063814     
   709.170593107429       0.366319471987936                1
  1.498741328736987E-002
  PreGCR time in DOSE in seconds.   0.0000000E+00
  GCR time in seconds.   0.0000000E+00
  FORBUSH time in seconds.   1.5594482E-02
 Finished:   4.7858E+01  2.3778E+02  6.5066E+02  2.0173E+03  76   4   0   0
  Adjusted Dose of type           76  is   0.650675800360530     
  Doserate calculation time in seconds.  3.1196594E-02
           5   47.8576688387589        237.780396848742     
   650.663584740900       0.650675800360530                1
  2.583200996004537E-002
  PreGCR time in DOSE in seconds.   0.0000000E+00
  GCR time in seconds.   0.0000000E+00
  FORBUSH time in seconds.   1.5602112E-02
 Finished:   4.7957E+01  2.3782E+02  5.9853E+02  2.0173E+03  76   4   0   0
  Adjusted Dose of type           76  is   0.906442220491233     
  Doserate calculation time in seconds.  3.1204224E-02
           6   47.9574190999140        237.824144415144     
   598.527017004928       0.906442220491233                1
  4.093938030156592E-002
  PreGCR time in DOSE in seconds.   0.0000000E+00
